id,ident,type,name,latitude_deg,longitude_deg,elevation_ft,continent,iso_country,iso_region,municipality,scheduled_service,gps_code,iata_code,local_code,home_link,wikipedia_link,keywords
29911,FYGV,small_airport,Gravenstein Prv Airport,-23.458900451660200,17.497800827026400,4370,AF,NA,NA-KH,,no,FYGV,,,,,
29562,FYIA,small_airport,Intu Africa Pan Airport,-24.088300704956100,17.95170021057130,4012,AF,NA,NA-HA,,no,FYIA,,,,,
29565,FYKE,small_airport,Kalahari Game Lodge Airport,-25.651100158691400,19.87809944152830,3182,AF,NA,NA-HA,,no,FYKE,,,,,
29612,FYPO,small_airport,Pokweni Glider Airport,-23.649999618530300,17.729999542236300,4177,AF,NA,NA-HA,,no,FYPO,,,,,
30316,FYRR,small_airport,Rag Rock Airport,-20.53809928894040,14.433099746704100,2100,AF,NA,NA-KU,,no,FYRR,,,,,
29619,FYSS,small_airport,Sesriem Airstrip,-24.512800216675,15.746700286865,2454,AF,NA,NA-HA,,no,FYSS,SZM,,,,
29626,FYST,small_airport,Strate Airport,-23.96780014038090,18.548900604248000,4019,AF,NA,NA-HA,,no,FYST,,,,,
29638,FYWD,small_airport,Wolwedans Airport,-25.116899490356400,16.000600814819300,3271,AF,NA,NA-HA,,no,FYWD,,,,,
29548,FYXX,small_airport,Canon Lodge Airport,-27.659700393676800,17.837799072265600,3058,AF,NA,NA-KA,,no,FYXX,,,,,
3042,FZAG,small_airport,Muanda Airport,-5.9308600425720200,12.351799964904800,89,AF,CD,CD-BC,,yes,FZAG,MNB,,,https://en.wikipedia.org/wiki/Muanda_Airport,
3043,FZAI,small_airport,Kitona Base Airport,-5.918059825897220,12.447699546814000,394,AF,CD,CD-BC,,no,FZAI,,,,,
3044,FZBO,medium_airport,Bandundu Airport,-3.3113200664520300,17.38170051574710,1063,AF,CD,CD-BN,,yes,FZBO,FDU,,,https://en.wikipedia.org/wiki/Bandundu_Airport,
3045,FZCA,medium_airport,Kikwit Airport,-5.035769939422610,18.785600662231400,1572,AF,CD,CD-BN,,yes,FZCA,KKW,,,https://en.wikipedia.org/wiki/Kikwit_Airport,
3047,FZFD,medium_airport,Gbadolite Airport,4.253210067749020,20.975299835205100,1509,AF,CD,CD-EQ,,yes,FZFD,BDT,,,https://en.wikipedia.org/wiki/Gbadolite_Airport,
3049,FZFP,small_airport,Kotakoli Airport,4.157639980316160,21.65089988708500,1801,AF,CD,CD-EQ,,no,FZFP,KLI,,,,
3050,FZGA,medium_airport,Lisala Airport,2.17066,21.496901,1509,AF,CD,CD-EQ,,no,FZGA,LIQ,,,https://en.wikipedia.org/wiki/Lisala_Airport,
3051,FZIA,small_airport,Kisangani Simisini Airport,0.5174999833107000,25.155000686645500,1289,AF,CD,CD-OR,,no,FZIA,,,,,
42424,FZJA,closed,Isiro-Ville,2.782219886779790,27.62579917907720,,AF,CD,CD-OR,,no,FZJA,,,,,
3053,FZJH,medium_airport,Matari Airport,2.8276100158691400,27.588300704956100,2438,AF,CD,CD-OR,,yes,FZJH,IRP,,,https://en.wikipedia.org/wiki/Matari_Airport,
3054,FZKA,medium_airport,Bunia Airport,1.5657199621200600,30.220800399780300,4045,AF,CD,CD-OR,,yes,FZKA,BUX,,,https://en.wikipedia.org/wiki/Bunia_Airport,
3055,FZKJ,medium_airport,Buta Zega Airport,2.818350076675420,24.793699264526400,1378,AF,CD,CD-OR,,no,FZKJ,BZU,,,,
3056,FZMA,medium_airport,Bukavu Kavumu Airport,-2.3089799880981400,28.808799743652300,5643,AF,CD,CD-SK,,no,FZMA,BKY,,,,
3060,FZQM,medium_airport,Kolwezi Airport,-10.765899658203100,25.505699157714800,5007,AF,CD,CD-KA,,yes,FZQM,KWZ,,,https://en.wikipedia.org/wiki/Kolwezi_Airport,
3061,FZRF,medium_airport,Kalemie Airport,-5.8755598068237300,29.25,2569,AF,CD,CD-KA,,yes,FZRF,FMI,,,https://en.wikipedia.org/wiki/Kalemie_Airport,
3062,FZSA,medium_airport,Kamina Base Airport,-8.642020225524900,25.252899169921900,3543,AF,CD,CD-KA,,no,FZSA,KMN,,,,
4684,GA1A,small_airport,Kayes Airport,14.431300163269000,-11.43970012664800,161,AF,ML,ML-1,,no,GA1A,,GA1A,,,
3067,GAGO,medium_airport,Gao Airport,16.24839973449710,-0.005456000100821260,870,AF,ML,ML-7,,yes,GAGO,GAQ,,,https://en.wikipedia.org/wiki/Gao_International_Airport,
3068,GAKY,medium_airport,Kayes Dag Dag Airport,14.481200218200700,-11.404399871826200,164,AF,ML,ML-1,,yes,GAKY,KYS,,,https://en.wikipedia.org/wiki/Kayes_Airport,
3069,GAMB,medium_airport,Mopti Airport,14.5128002167,-4.0795598030100000,906,AF,ML,ML-5,,yes,GAMB,MZI,,,https://en.wikipedia.org/wiki/Mopti_Airport,Ambodedjo Airport
3070,GASO,small_airport,Dignangan Airport,11.597999572753900,-5.799709796905520,1301,AF,ML,ML-3,,no,GASO,,,,,
3072,GATS,small_airport,Tessalit Airport,20.243000030517600,0.9773079752922060,1621,AF,ML,ML-7,,no,GATS,,,,,
32757,GB-0001,closed,RAF Barford St. John,52.004798889160200,-1.3575400114059400,,EU,GB,GB-ENG,,no,,,,,,
298592,GB-0010,small_airport,Spanhoe,52.5582207203,-0.62019109726,,EU,GB,GB-ENG,,yes,,,,,,
299896,GB-0020,closed,RAF St. David's,51.886134,-5.216221,,EU,GB,GB-WLS,,no,,,,,,
299897,GB-0022,small_airport,Bristol and Gloucestershire Gliding Club,51.713682,-2.283697,,EU,GB,GB-ENG,,no,,,,http://www.bggc.co.uk/,,Gliding
307268,GB-0025,small_airport,Dorset Gliding Club (Eyres Field),50.708933,-2.219496,100,EU,GB,GB-ENG,,no,,,,,,
307269,GB-0026,small_airport,Newton Peveril Airfield,50.7950039633,-2.09641456604,120,EU,GB,GB-ENG,,no,,,,,,
331364,GB-0043,closed,RAF Dallachy Air Base,57.656957,-3.065902,,EU,GB,GB-SCT,,no,,,,,,
307469,GB-0056,small_airport,Roche Barton Farm Airstrip,50.419898,-4.805596,439,EU,GB,GB-ENG,,no,,,,,,
331390,GB-0059,small_airport,Steventon Private Airstrip,51.621133,-1.333915,,EU,GB,GB-ENG,,no,,,,,,
317041,GB-0076,small_airport,Lane Farm Airstrip,52.115335,-3.197891,,EU,GB,GB-WLS,,no,,,,,,
307764,GB-0078,small_airport,Great Massingham Airfield,52.7817928573,0.679607391357,,EU,GB,GB-ENG,,no,,,,,,
317131,GB-0079,small_airport,Manor Farm Airstrip,51.3078209,-1.6735274,,EU,GB,GB-ENG,,no,,,,,,Manor Farm
307892,GB-0081,closed,RAF Nutts Corner / Belfast-Nutts Corner Airport,54.630282206700000,-6.1545753479,,EU,GB,GB-NIR,,no,,,,,https://en.wikipedia.org/wiki/RAF_Nutts_Corner,
307893,GB-0082,closed,RAF Methold,52.5119377023,0.548801422119,,EU,GB,GB-ENG,,no,,,,,https://en.wikipedia.org/wiki/RAF_Methwold,
307895,GB-0083,closed,RNAS/RAF Donibristle / HMS Merlin,56.0341708219,-3.35366249084,,EU,GB,GB-SCT,,no,,,,,https://en.wikipedia.org/wiki/Donibristle,
331391,GB-0093,small_airport,Staindrop Private Airstrip,54.57053,-1.792738,,EU,GB,GB-ENG,,no,,,,,,
307990,GB-0148,closed,RAF Chilbolton,51.14495,-1.439,272,EU,GB,GB-ENG,,no,,,,,https://en.wikipedia.org/wiki/RAF_Chilbolton,
308246,GB-0150,small_airport,Knockrome Airstrip,55.8724818818,-5.9216308593800000,,EU,GB,GB-SCT,,no,,,,,,Jura
314367,GB-0157,small_airport,Chiltern Park Aerodrome,51.550392,-1.101773,180,EU,GB,GB-ENG,,no,,,,http://www.chiltern.aero/,https://en.wikipedia.org/wiki/Chiltern_Park_Aerodrome,
314752,GB-0159,closed,RAF Millom,54.200349115282,-3.325037688082,,EU,GB,GB-ENG,,no,,,,,,
314753,GB-0160,closed,RAF Great Orton,54.874393495708,-3.0757531822383,,EU,GB,GB-ENG,,no,,,,,,Wiggonby
314754,GB-0161,closed,Royal Naval Air Station Anthorn,54.911597931141,-3.2785354256794,,EU,GB,GB-ENG,,no,,,,,https://en.wikipedia.org/wiki/Anthorn_Radio_Station,"RAF Anthorn, HMS Nuthatch, Anthorn Radio Station,"
314755,GB-0162,closed,RAF Wath Head airfield,54.817778,-3.111111,,EU,GB,GB-ENG,,no,,,,,,"RAF, No. 10 SLG"
314756,GB-0163,closed,RAF Hutton in the Forest,54.731524844591,-2.883455962074,,EU,GB,GB-ENG,,no,,,,,,"RAF,No. 8 SLG"
314757,GB-0164,closed,RAF Brayton Park,54.773889,-3.301111,,EU,GB,GB-ENG,,no,,,,,,"RAF,No. 39 SLG"
314758,GB-0165,closed,RAF Hornby Hall,54.6566965,-2.6538934,,EU,GB,GB-ENG,,no,,,,,,"RAF,No. 9 SLG,Brougham"
314759,GB-0166,small_airport,Glassonby Airfield,54.737994,-2.651861,,EU,GB,GB-ENG,,no,,,,http://www.therowleyestates.com/services/airfield/,,
314760,GB-0167,closed,Longtown airfield,55.005191,-2.920267,,EU,GB,GB-ENG,,no,,,,,https://en.wikipedia.org/wiki/RAF_Longtown,RAF Longtown
314761,GB-0168,small_airport,Berrier Airstrip,54.656504,-2.93365,,EU,GB,GB-ENG,,no,,,,,,
314762,GB-0169,small_airport,Bedlands Gate airstrip,54.570822,-2.671125,,EU,GB,GB-ENG,,no,,,,,,
314763,GB-0170,closed,RAF Burnfoot,54.987096827426,-2.9843628088202,,EU,GB,GB-ENG,,no,,,,,,
314764,GB-0171,closed,Plumpton airstrip,54.760444,-2.793339,,EU,GB,GB-ENG,,no,,,,,,
314765,GB-0172,closed,Lingcroft Grass Airstrip,54.591769,-3.43303,,EU,GB,GB-ENG,,no,,,,,,
315059,GB-0173,closed,RAF Llandow Air Base,51.43523,-3.49816,,EU,GB,GB-WLS,,no,,,,,https://en.wikipedia.org/wiki/RAF_Llandow,
315465,GB-0175,small_airport,Channel gliding club,51.179254,1.280945,,EU,GB,GB-ENG,,no,,,,,,
315672,GB-0177,small_airport,Great Oakley,51.912244,1.18207,,EU,GB,GB-ENG,,no,,,,,,
315685,GB-0178,closed,Sproston Green Airfield,53.1864591,-2.3822782,,EU,GB,GB-ENG,,no,,,,,,
315686,GB-0179,small_airport,Wombleton,54.2369039,-0.97116,,EU,GB,GB-ENG,,no,,,,,,
315788,GB-0180,small_airport,Strathaven Airfield,55.680333,-4.115,847,EU,GB,GB-SCT,,no,,,,http://www.strathavenairfield.co.uk,,
315912,GB-0181,small_airport,East Fortune Airfield,56.0008488,-2.7353237,,EU,GB,GB-SCT,,no,,,,http://www.eosm.co.uk,,
315913,GB-0182,small_airport,East Kirkby,53.1382264,0.0025685,,EU,GB,GB-ENG,,no,,,,,,
315929,GB-0183,small_airport,Willow Farm Airstrip,53.4218606,-0.91015,,EU,GB,GB-ENG,,no,,,,,,
315930,GB-0184,small_airport,Weybourne Airstrip,52.9478238,1.1232003,,EU,GB,GB-ENG,,no,,,,,,
315998,GB-0186,small_airport,Bellarena,55.1397141,-6.9690032,,EU,GB,GB-NIR,,no,,,,,,
315999,GB-0187,small_airport,Boones Farm Airstrip,51.9119794,0.5896978,,EU,GB,GB-ENG,,no,,,,,,
316001,GB-0188,small_airport,Black Spring Farm Airstrip,52.780521,-0.5279459,,EU,GB,GB-ENG,,no,,,,,,Castle Bytham
316002,GB-0189,small_airport,Caunton Airstrip,53.119877,-0.891481,,EU,GB,GB-ENG,,no,,,,,,"Knapworth,Knapworth Lodge"
316004,GB-0190,small_airport,Cuckoo Tye Farm Airstrip,52.0682234,0.7362014,,EU,GB,GB-ENG,,no,,,,,,
316006,GB-0191,small_airport,Cruglas Synod Inn Airstrip,52.1296089,-4.3664332,,EU,GB,GB-WLS,,no,,,,,,
316007,GB-0192,small_airport,Ditton Priors Airstrip,52.50358,-2.562562,,EU,GB,GB-ENG,,no,,,,,,
316009,GB-0193,small_airport,Bourne Park Airfield,51.2643784,-1.4656348,,EU,GB,GB-ENG,,no,,,,,,Doles Wood
316013,GB-0194,small_airport,East Winch Airstrip,52.7237397,0.524189,,EU,GB,GB-ENG,,no,,,,,,
316015,GB-0195,small_airport,Easton Maudit Airstrip,52.2136163,-0.7014104,,EU,GB,GB-ENG,,no,,,,,,
316030,GB-0197,small_airport,Park Farm Airstrip,51.8822801,-0.6071886,,EU,GB,GB-ENG,,no,,,,,,
316038,GB-0198,small_airport,Tibenham Priory Farm Airstrip,52.4492811,1.1298679,,EU,GB,GB-ENG,,no,,,,,,
316039,GB-0199,small_airport,Sittles Farm Airstrip,52.7071274,-1.7500554,,EU,GB,GB-ENG,,no,,,,,,
316041,GB-0200,small_airport,Hanley Farm Airstrip,52.2990979,-2.4698229,645,EU,GB,GB-ENG,,no,,,,http://www.hwas.orangehome.co.uk/,,
316275,GB-0204,small_airport,Plaistows Airfield,51.7290068,-0.3801541,395,EU,GB,GB-ENG,,no,,,,,,
316328,GB-0205,small_airport,Nantclwyd Airstrip,53.0632694,-3.3232823,,EU,GB,GB-WLS,,no,,,,,,
316382,GB-0206,small_airport,Wingland Airfield,52.8138048,0.1148968,,EU,GB,GB-ENG,,no,,,,,,
316387,GB-0207,closed,Wallis International,52.579011,-0.113704,,EU,GB,GB-ENG,,no,,,,,,
316404,GB-0209,small_airport,Watchford Farm Airstrip,50.9023839,-3.0981345,,EU,GB,GB-ENG,,no,,,,,,
316433,GB-0213,small_airport,Pear Tree Farm Airstrip,51.9031372,-1.0760824,,EU,GB,GB-ENG,,no,,,,,,
316435,GB-0215,small_airport,Jubilee Farm Airstrip,52.6308036,0.0643512,,EU,GB,GB-ENG,,no,,,,,,
316451,GB-0216,small_airport,Ashley's Field Airstrip,53.2190693,0.2705275,,EU,GB,GB-ENG,,no,,,,,,
316452,GB-0217,small_airport,Clutton Hill Airstrip,51.3414043,-2.522437,,EU,GB,GB-ENG,,no,,,,,,
316453,GB-0218,closed,Battleflat Farm Airstrip,52.698443,-1.352372,,EU,GB,GB-ENG,,no,,,,,,
316468,GB-0219,small_airport,Rayne Hall Farm Airstrip,51.885975,0.5201017,,EU,GB,GB-ENG,,no,,,,,,
316469,GB-0220,small_airport,Spence Airfield,51.8386485,-2.5914762,,EU,GB,GB-ENG,,no,,,,,,
316470,GB-0221,small_airport,Sandhill Farm Airstrip,51.6051516,-1.6747292,,EU,GB,GB-ENG,,no,,,,,,
316481,GB-0222,small_airport,Tower Farm Airstrip,52.2593728,-0.6556195,,EU,GB,GB-ENG,,no,,,,,,
316482,GB-0223,small_airport,Pent Farm Airstrip,51.1096929,1.0543112,,EU,GB,GB-ENG,,no,,,,https://tigerclub.co.uk,,Tiger Club
316490,GB-0225,small_airport,Stoodleigh Barton Private Airstrip,50.9572712,-3.5301848,,EU,GB,GB-ENG,,no,,,,,,
316491,GB-0226,small_airport,Talybont Airstrip,52.6124101,-4.0750378,,EU,GB,GB-WLS,,no,,,,,,
316493,GB-0228,small_airport,Redmoor Farm Airstrip,53.8404059,-0.9719151,,EU,GB,GB-ENG,,no,,,,,,
316494,GB-0229,closed,Kirkbymoorside,54.251,-0.941274,,EU,GB,GB-ENG,,no,,,,,,Slingsby
316497,GB-0230,small_airport,Oaklands Farm Airstrip,51.8471331,-1.4397248,,EU,GB,GB-ENG,,no,,,,,,
316516,GB-0231,small_airport,Berrow Airstrip,52.0009216,-2.3568692,,EU,GB,GB-ENG,,no,,,,,,
316529,GB-0233,small_airport,Old Hay Airfield,51.1787584,0.4256228,,EU,GB,GB-ENG,,no,,,,http://www.oldhayairfield.co.uk/,,
316530,GB-0234,small_airport,Laddingford Aerodrome,51.1908,0.4128,,EU,GB,GB-ENG,,no,,,,,,
316531,GB-0235,small_airport,High Cross Airstrip,51.8484111,-0.00746,,EU,GB,GB-ENG,,no,,,,,,
316542,GB-0237,small_airport,Little Chase Farm Airstrip,52.357319,-1.6209368,,EU,GB,GB-ENG,,no,,,,,,
316632,GB-0238,small_airport,Wild Geese Skydive Centre,54.9870612,-6.6437758,,EU,GB,GB-NIR,,no,,,,,,
316633,GB-0239,small_airport,Whiterashes Farm Airstrip,57.319119,-2.248765,,EU,GB,GB-SCT,,no,,,,,,Pittrichie
316634,GB-0240,small_airport,Grove Farm Airstrip,53.3140457,-0.8662693,,EU,GB,GB-ENG,,no,,,,,,
316635,GB-0241,small_airport,Taw Mill Airstrip,50.7764813,-3.9040791,,EU,GB,GB-ENG,,no,,,,,,
316636,GB-0242,small_airport,Nuthampstead,51.9952935,0.0701442,,EU,GB,GB-ENG,,no,,,,,,RAF Nuthampstead
316638,GB-0243,small_airport,Melrose Farm Airstrip,53.868434,-0.8379453,,EU,GB,GB-ENG,,no,,,,,,Melbourne
316746,GB-0245,small_airport,Peterlee Airfield,54.7668378,-1.3843768,,EU,GB,GB-ENG,,no,,,,,,
316805,GB-0246,small_airport,Wharf Farm Airstrip,52.6273132,-1.4184066,,EU,GB,GB-ENG,,no,,,,,,
316806,GB-0247,small_airport,Low Farm Airstrip,52.6720111,1.5158978,,EU,GB,GB-ENG,,no,,,,,,
316818,GB-0248,small_airport,Rufforth East,53.95188,-1.17562,65,EU,GB,GB-ENG,,no,,,,http://www.yorkflyingclub.co.uk/,https://en.wikipedia.org/wiki/RAF_Rufforth,
317378,GB-0251,small_airport,Chirk,52.9474365,-3.0460473,,EU,GB,GB-WLS,,no,,,,http://chirkairfield.wix.com/chirk-airfield#!,,
317445,GB-0254,small_airport,Gutchpool Farm Airstrip,51.0572904,-2.2334969,,EU,GB,GB-ENG,,no,,,,,,
317446,GB-0255,small_airport,Gorrel Farm Airstrip,50.9438009,-4.386336,,EU,GB,GB-ENG,,no,,,,,,
317450,GB-0256,small_airport,Swanton Morley Airstrip,52.7348042,0.9620111,,EU,GB,GB-ENG,,no,,,,,,
317451,GB-0257,small_airport,Stones Farm Airstrip,51.9891623,0.65789,,EU,GB,GB-ENG,,no,,,,,,
317452,GB-0258,small_airport,Clipgate Farm Airstrip,51.1870367,1.153392,,EU,GB,GB-ENG,,no,,,,,,
317573,GB-0261,small_airport,Top Farm Airfield,52.1225417,-0.117631,,EU,GB,GB-ENG,,no,,,,,,
317574,GB-0262,small_airport,Griffin's Farm Airstrip,53.0772962,-0.511852,,EU,GB,GB-ENG,,no,,,,,,Temple Bruer
317592,GB-0265,small_airport,Lower Withial Fram Airstrip,51.1253177,-2.5965937,,EU,GB,GB-ENG,,no,,,,,,
317632,GB-0267,small_airport,Rosemarket Airstrip,51.74526,-4.9642344,,EU,GB,GB-WLS,,no,,,,,,
317665,GB-0269,small_airport,Ince Blundell Microlight,53.5355556,-3.0297222,10,EU,GB,GB-ENG,,no,,,,http://www.wlms.co.uk,,West Lancashire Microlight School
317694,GB-0271,small_airport,Kingfisher's Bridge Airstrip,52.3305139,0.2681335,,EU,GB,GB-ENG,,no,,,,,,
317738,GB-0274,small_airport,Little Staughton Airfield,52.242757,-0.3633024,,EU,GB,GB-ENG,,no,,,,,,
317739,GB-0275,small_airport,Lydeway field,51.3309604,-1.9289392,,EU,GB,GB-ENG,,no,,,,,,
317925,GB-0280,small_airport,Deenethorpe,52.5062705,-0.589011,,EU,GB,GB-ENG,,no,,,,,,
317927,GB-0282,small_airport,Newnham Grounds Airstrip,52.2376234,-1.1416561,,EU,GB,GB-ENG,,no,,,,,,
317928,GB-0283,small_airport,Lark Engine Farmhouse Airstrip,52.4226804,0.3776757,,EU,GB,GB-ENG,,no,,,,,,
317974,GB-0287,small_airport,Charterhall Airfield,55.7075978,-2.3785037,350,EU,GB,GB-SCT,,no,,,,http://www.mortonhall.co.uk/charterhall/charterhall-airfield/,https://en.wikipedia.org/wiki/RAF_Charterhall,
317979,GB-0288,small_airport,Castle Kennedy Airfield,54.897551,-4.936961,,EU,GB,GB-SCT,,no,,,,http://www.castlekennedyairfield.co.uk,,
318005,GB-0295,small_airport,Ranston Airstrip,50.9151165,-2.1853714,,EU,GB,GB-ENG,,no,,,,,,
318008,GB-0296,small_airport,East Lochlane Farm Airstrip,56.3678531,-3.8722739,,EU,GB,GB-SCT,,no,,,,,,
318010,GB-0297,small_airport,Hallwell Airstrip,50.3651272,-3.7068994,,EU,GB,GB-ENG,,no,,,,,,
318012,GB-0298,small_airport,Green Farm Airstrip,52.1600872,-1.5481724,,EU,GB,GB-ENG,,no,,,,,,
318076,GB-0302,small_airport,Claybrooke Farm Airstrip,52.509143,-1.279523,,EU,GB,GB-ENG,,no,,,,,,
318144,GB-0305,closed,Lyminge Airstrip,51.146177,1.046066,,EU,GB,GB-ENG,,no,,,,,,
319063,GB-0319,small_airport,Archerfield Airstrip,56.043574,-2.801755,,EU,GB,GB-SCT,,no,,,,,,
319077,GB-0333,small_airport,Bowldown Farm Airstrip,51.628872,-2.237254,,EU,GB,GB-ENG,,no,,,,,,
319137,GB-0341,small_airport,Garton Field Airstrip,53.7965455,-0.0911538,40,EU,GB,GB-ENG,,no,,,,,,
319222,GB-0354,small_airport,Grangewood Airstrip,52.7325119,-1.582376,,EU,GB,GB-ENG,,no,,,,,,
319346,GB-0355,small_airport,Dunnyvadden Airstrip,54.8487273,-6.2069651,,EU,GB,GB-NIR,,no,,,,,,
319347,GB-0356,small_airport,Chilsfold Farm Airstrip,51.0600362,-0.5936162,,EU,GB,GB-ENG,,no,,,,,,
319348,GB-0357,small_airport,Bute Airfield,55.7567765,-5.0479623,46,EU,GB,GB-SCT,,no,,,,,,
319418,GB-0361,small_airport,Cliffe Airstrip,53.7857965,-0.9998435,,EU,GB,GB-ENG,,no,,,,,,
319446,GB-0363,small_airport,Exning Airstrip,52.2901671,0.3698329,,EU,GB,GB-ENG,,no,,,,,,
319447,GB-0364,small_airport,Cottered Airstrip,51.9481015,-0.0981913,,EU,GB,GB-ENG,,no,,,,,,
320075,GB-0369,small_airport,Darley Moor Airfield,52.9693,-1.74868,580,EU,GB,GB-ENG,,no,,,,http://www.airways-airsports.com,,
320079,GB-0371,small_airport,Decoy Farm Airstrip,52.8654,-0.306622,9,EU,GB,GB-ENG,,no,,,,,,
320144,GB-0373,small_airport,Forest Farm Airstrip,52.669214,-3.0299325,,EU,GB,GB-ENG,,no,,,,,,
320145,GB-0374,small_airport,Viewfield Airstrip,57.6641249,-3.188644,,EU,GB,GB-SCT,,no,,,,,,
320153,GB-0376,small_airport,Yorkshire Gliding Club,54.2306616,-1.2111429,,EU,GB,GB-ENG,,no,,,,,,
320188,GB-0377,small_airport,Croughton Manor Farm Airstrip,51.9878923,-1.2071769,,EU,GB,GB-ENG,,no,,,,,,
320200,GB-0379,small_airport,Latch Farm Airstrip,55.8742,-3.45464,640,EU,GB,GB-SCT,,no,,,,,,
320253,GB-0380,small_airport,North Hill Glider Field,50.851586,-3.274816,,EU,GB,GB-ENG,,no,,,,,,Devon and Somerset Gliding Club
320265,GB-0381,small_airport,Walkeridge Farm Airstrip,51.2922274,-1.2482383,,EU,GB,GB-ENG,,no,,,,,,
320267,GB-0382,small_airport,Seighford Glider Field,52.827545,-2.208165,,EU,GB,GB-ENG,,no,,,,,,Staffordshire Gliding Club
320275,GB-0383,small_airport,North Wales Gliding Club,53.043229,-3.2219454,,EU,GB,GB-WLS,,no,,,,,,
320282,GB-0385,small_airport,Abbots Bromley Airfield,52.818469,-1.902386,,EU,GB,GB-ENG,,no,,,,,,
332324,GB-0386,closed,RAF Ouston Air Base,55.024541,-1.874803,,EU,GB,GB-ENG,,no,,,,,https://en.wikipedia.org/wiki/RAF_Ouston,
320284,GB-0387,small_airport,Hollym Airfield,53.7157,0.049669,50,EU,GB,GB-ENG,,no,,,,http://www.hollymairfield.metsite.com/,,"Cliff Top, Hollym East"
320285,GB-0388,small_airport,Pitsford Water,52.3153,-0.871944,330,EU,GB,GB-ENG,,no,,,,,,Moulton Grange Farm
320287,GB-0389,small_airport,Sutton Meadows Airfield,52.38711,0.06061,3,EU,GB,GB-ENG,,no,,,,http://www.cambsmicrolightclub.co.uk/,,Airplay Aviation
320289,GB-0390,small_airport,Coleman Green Airstrip,51.7918157,-0.274944,,EU,GB,GB-ENG,,no,,,,,,
320292,GB-0391,small_airport,Pocklington Airfield,53.9264016,-0.794634,,EU,GB,GB-ENG,,no,,,,,,
320297,GB-0392,small_airport,South Wales Gliding Club,51.7193476,-2.8487476,,EU,GB,GB-WLS,,no,,,,http://www.uskgc.co.uk,,
320305,GB-0393,small_airport,Currock Hill Glider Field,54.9331,-1.84681,800,EU,GB,GB-ENG,,no,,,,http://www.northumbria-gliding-club.co.uk/,,Northumbria Gliding Club
320365,GB-0394,small_airport,Little Snoring Airfield,52.860285,0.903092,,EU,GB,GB-ENG,,no,,,,http://www.mcaullyflyinggroup.org/little-snoring-flying-in.aspx,,
320366,GB-0395,small_airport,Main Hall Farm Airfield,52.2719444444,-0.0708333333,63,EU,GB,GB-ENG,,no,,,,,,
331472,GB-0396,heliport,Ysbyty Gwynedd Hospital Heliport,53.208729,-4.15706,,EU,GB,GB-WLS,,no,,,,,,
320407,GB-0397,small_airport,Chilbolton,51.1377,-1.41801,292,EU,GB,GB-ENG,,no,,,,http://chilboltonflyingclub.co.uk,,
320408,GB-0398,small_airport,St Michaels,53.8518,-2.79346,28,EU,GB,GB-ENG,,no,,,,http://www.northernmicrolights.co.uk/,,
320409,GB-0399,small_airport,Chase Farm Airstrip,51.5681,-2.38754,325,EU,GB,GB-ENG,,no,,,,,,
320410,GB-0400,small_airport,Lamb Holm Airfield,58.8876,-2.89184,65,EU,GB,GB-SCT,,no,,,,,,
320446,GB-0402,small_airport,Knockbain Farm Airstrip,57.5895,-4.46539,596,EU,GB,GB-SCT,,no,,,,,,
320448,GB-0403,small_airport,Crockham Hill Airfield,51.233604,0.08001,,EU,GB,GB-ENG,,no,,,,,,Orchard House
320449,GB-0404,small_airport,Norwood Lodge Airstrip,51.8361993,1.1157883,,EU,GB,GB-ENG,,no,,,,,,
320465,GB-0406,small_airport,Harringe Airfield,51.0924,0.988694,275,EU,GB,GB-ENG,,no,,,,http://www.kentmicrolightclub.co.uk,,
320467,GB-0407,small_airport,Yearby Airstrip,54.5847,-1.06953,89,EU,GB,GB-ENG,,no,,,,http://www.acro.co.uk,,Turners Arms
320479,GB-0408,small_airport,Southdown Gliding Club,50.9240525,-0.4747526,,EU,GB,GB-ENG,,no,,,,,,
320499,GB-0409,small_airport,Skydive Strathallan,56.3253071,-3.7492998,,EU,GB,GB-SCT,,no,,,,http://skydivestrathallan.co.uk,,
320506,GB-0411,small_airport,Husbands Bosworth Airfield,52.4392898,-1.0416094,,EU,GB,GB-ENG,,no,,,,,,
320508,GB-0413,small_airport,Nether Huntlywood Airstrip,55.676638,-2.60787,,EU,GB,GB-SCT,,no,,,,,,
320548,GB-0414,small_airport,RAF Weston-on-the-Green,51.8787124,-1.2187748,282,EU,GB,GB-ENG,,no,,,,,https://en.wikipedia.org/wiki/RAF_Weston-on-the-Green,
320631,GB-0422,small_airport,Hook Norton Airstrip,52.0093,-1.4896,591,EU,GB,GB-ENG,,no,,,,,,
331473,GB-0423,heliport,Thornbury Castle Hotel Helipad,51.613936,-2.530866,,EU,GB,GB-ENG,,no,,,,,,
320640,GB-0424,small_airport,Jenkins Farm Airstrip,51.6404,0.202711,250,EU,GB,GB-ENG,,no,,,,,,
320641,GB-0425,small_airport,Burnham Airstrip,52.938004,0.772644,125,EU,GB,GB-ENG,,no,,,,,,
320642,GB-0426,small_airport,Felthorpe Airfield,52.7059,1.19449,150,EU,GB,GB-ENG,,no,,,,http://felthorpe.net,,
320686,GB-0427,small_airport,Askern Airfield,53.6104,-1.13324,,EU,GB,GB-ENG,,no,,,,http://www.southyorkshiremicrolightclub.org.uk,,
